CustomerID,CustomerName,Gender,Age,City,State,Region,VendorID,VendorName,OrderID,OrderDate,ProductID,ProductName,Category,Quantity,UnitPrice,DiscountPercent,Revenue,Cost,Profit,Stock,Rating,PaymentMethod,OrderStatus,DeliveryDays,ReturnFlag,Membership,SatisfactionScore
CUST07652,Wahab Bhat,Male,61.0,Patna,Tripura,North,V008,Vendor_052,O100011,2024-12-25,P0373,Lipstick,Beauty,1,574.96,15,488.72,313.62,175.1,210,2.4,UPI,Cancelled,4.0,0,Platinum,8
CUST07261,Yagnesh Gala,Male,21.0,Hospet,Rajasthan,Central,V002,Vendor_012,O100012,2026-05-04,P0475,Jacket,Fashion,2,1464.87,5,2783.25,2365.19,418.06,38,4.0,Card,Cancelled,7.0,1,Gold,4
CUST12864,Matthew Khanna,Female,36.0,Jalgaon,Jharkhand,West,V090,Vendor_094,O100013,2025-01-14,P0402,Perfume,Beauty,2,1956.97,15,3326.85,2016.34,1310.51,401,3.2,Net Banking,Cancelled,4.0,0,Silver,1
CUST08239,Wahab Kalita,Male,21.0,Kharagpur,Rajasthan,Central,V011,Vendor_024,O100014,2025-10-10,P0036,Cycle Helmet,Sports,1,3765.08,0,3765.08,1958.06,1807.02,244,3.4,Card,Shipped,2.0,0,Platinum,10
CUST04273,Varenya Bansal,Male,60.0,Ulhasnagar,Mizoram,East,V031,Vendor_034,O100015,2026-05-23,P0203,Headphones,Electronics,1,2154.2,20,1723.36,1251.32,472.04,161,1.5,COD,Shipped,6.0,0,Silver,8
CUST05719,Anjali Viswanathan,Male,33.0,Karimnagar,Nagaland,East,V037,Vendor_021,O100016,2025-02-18,P0225,Cycle Helmet,Sports,1,458.98,5,436.03,306.25,129.78,67,4.3,COD,Delivered,9.0,0,Platinum,2
CUST04617,Mitali Talwar,Male,63.0,Latur,Goa,East,V027,Vendor_088,O100017,2026-06-01,P0325,Jeans,Fashion,1,4459.59,25,3344.69,2412.49,932.2,139,4.4,Wallet,Shipped,5.0,0,Silver,7
CUST02648,Aadi Gaba,Female,53.0,Delhi,Uttar Pradesh,West,V072,Vendor_002,O100018,2025-10-22,P0058,Chair,Home,1,1734.43,5,1647.71,1243.77,403.94,134,1.3,Card,Delivered,6.0,0,Gold,3
CUST14728,Champak Chacko,Female,31.0,Mathura,Haryana,South,V086,Vendor_014,O100019,2024-12-06,P0182,Tablet,Electronics,3,4505.01,30,9460.52,8409.25,1051.27,20,4.1,Net Banking,Cancelled,4.0,0,Silver,7
CUST12044,Isaiah Sagar,Male,35.0,Lucknow,West Bengal,South,V090,Vendor_014,O100020,2026-03-22,P0196,Mobile,Electronics,3,3933.69,15,10030.91,8234.31,1796.6,442,4.5,Net Banking,Cancelled,4.0,1,Gold,5
CUST01138,Akshay Puri,Female,40.0,North Dumdum,Karnataka,Central,V052,Vendor_087,O100021,2025-03-04,P0432,Shoes,Fashion,1,3334.16,15,2834.04,1789.14,1044.9,442,3.1,UPI,Delivered,5.0,0,Platinum,5
CUST09933,Gautam Karan,Male,42.0,Saharsa,Meghalaya,Central,V025,Vendor_033,O100022,2024-10-13,P0023,Laptop,Electronics,5,2229.36,25,8360.1,6809.9,1550.2,223,3.8,UPI,Cancelled,6.0,1,Silver,6
CUST06692,Tejas Lala,Female,43.0,Bilaspur,Punjab,East,V071,Vendor_017,O100023,2026-06-10,P0099,Yoga Mat,Sports,1,3626.8,10,3264.12,2294.18,969.94,341,2.7,Net Banking,Cancelled,10.0,0,Gold,9
CUST05280,Nirja Kale,Female,46.0,Nagercoil,Nagaland,West,V087,Vendor_028,O100024,2026-04-06,P0262,Tablet,Electronics,3,1129.9,30,2372.79,1736.87,635.92,335,2.9,Card,Delivered,5.0,0,Silver,4
CUST10016,Ronith Lala,Male,47.0,Tirupati,Karnataka,West,V081,Vendor_074,O100025,2026-03-19,P0100,Table,Home,2,822.03,0,1644.06,983.04,661.02,243,3.9,Net Banking,Shipped,7.0,0,Silver,1
CUST09133,Irya Gandhi,Male,25.0,Delhi,Karnataka,West,V018,Vendor_060,O100026,2024-08-13,P0342,Smart Watch,Electronics,2,961.84,25,1442.76,1020.3,422.46,25,3.1,Wallet,Returned,8.0,1,Platinum,8
CUST12548,Odika Narula,Female,58.0,Latur,Arunachal Pradesh,South,V036,Vendor_057,O100027,2024-09-27,P0040,Jacket,Fashion,4,1370.04,5,5206.15,4352.06,854.09,141,3.9,Card,Returned,6.0,0,Platinum,2
CUST06798,Edhitha Pathak,Female,39.0,Ujjain,Himachal Pradesh,Central,V060,Vendor_054,O100028,2024-08-10,P0032,Shoes,Fashion,2,1976.87,5,3756.05,2939.36,816.69,32,1.8,Net Banking,Shipped,10.0,0,Platinum,7
CUST13693,Vedant Sane,Female,52.0,Barasat,Himachal Pradesh,Central,V078,Vendor_029,O100029,2025-12-26,P0250,Perfume,Beauty,3,1563.2,15,3986.16,3353.87,632.29,488,1.9,Net Banking,Shipped,1.0,1,Gold,7
CUST09698,Girindra Solanki,Male,23.0,Gopalpur,Jharkhand,West,V018,Vendor_060,O100030,2025-03-13,P0094,Jacket,Fashion,2,4905.54,20,7848.86,4009.09,3839.77,201,1.2,Net Banking,Returned,4.0,1,Gold,6
CUST08838,Kavya Sandhu,Male,40.0,Raipur,Madhya Pradesh,South,V084,Vendor_009,O100031,2025-12-26,P0400,Face Wash,Beauty,4,1336.13,0,5344.52,3677.69,1666.83,383,4.8,UPI,Delivered,4.0,0,Silver,10
CUST07620,Devansh Som,Female,41.0,Rajpur Sonarpur,Sikkim,South,V078,Vendor_078,O100032,2026-02-11,P0494,Shoes,Fashion,2,2420.45,0,4840.9,3512.5,1328.4,111,4.0,UPI,Cancelled,5.0,0,Platinum,1
CUST11316,Nachiket Chakrabarti,Male,24.0,Bhiwani,Rajasthan,East,V088,Vendor_077,O100033,2025-08-21,P0413,Curtains,Home,4,2043.61,25,6130.83,3551.79,2579.04,303,1.5,Wallet,Delivered,6.0,1,Platinum,6
CUST07103,Vritti Pillay,Female,58.0,Kurnool,Bihar,West,V091,Vendor_020,O100034,2026-05-04,P0223,Headphones,Electronics,3,162.0,15,413.1,342.43,70.67,54,1.7,Wallet,Returned,10.0,1,Gold,7
CUST14445,Omkaar Nadig,Female,33.0,Unnao,Tamil Nadu,West,V073,Vendor_079,O100035,2026-05-02,P0343,Yoga Mat,Sports,3,4273.39,30,8974.12,7842.02,1132.1,142,2.5,UPI,Shipped,6.0,0,Gold,4
CUST09107,Bhavini Modi,Male,51.0,Bilaspur,Tamil Nadu,South,V011,Vendor_031,O100036,2025-12-09,P0369,Sofa,Home,3,1470.33,20,3528.79,2754.13,774.66,141,2.6,Wallet,Cancelled,8.0,1,Gold,1
CUST06047,Mohini Bal,Female,53.0,Tezpur,Uttarakhand,Central,V045,Vendor_055,O100037,2026-02-28,P0382,Tablet,Electronics,2,2081.57,5,3954.98,2461.91,1493.07,297,3.2,COD,Shipped,5.0,0,Gold,4
CUST03034,Eiravati Hans,Male,31.0,Nagaon,Mizoram,West,V036,Vendor_093,O100038,2024-07-25,P0302,Mobile,Electronics,3,685.82,20,1645.97,1449.03,196.94,353,4.9,Wallet,Returned,2.0,0,Gold,4
CUST00894,Urmi Sen,Female,62.0,Firozabad,Chhattisgarh,South,V082,Vendor_097,O100039,2026-02-03,P0252,Table,Home,3,169.33,20,406.39,223.77,182.62,23,1.4,UPI,Returned,8.0,1,Gold,6
CUST06566,Tripti Ravel,Female,22.0,Pallavaram,Gujarat,Central,V081,Vendor_088,O100040,2024-12-06,P0028,T-Shirt,Fashion,3,4711.21,15,12013.59,6555.03,5458.56,33,1.6,Wallet,Returned,2.0,0,Silver,9
CUST07382,Aarna Edwin,Female,37.0,Sirsa,Gujarat,Central,V055,Vendor_040,O100041,2026-06-29,P0292,Shampoo,Beauty,5,3974.63,5,18879.49,15297.62,3581.87,194,3.5,Wallet,Delivered,4.0,0,Gold,2
CUST11295,Yashvi Rattan,Female,36.0,Panvel,Telangana,North,V030,Vendor_037,O100042,2025-06-29,P0362,Shoes,Fashion,2,2804.76,5,5329.04,2670.22,2658.82,230,2.1,Net Banking,Delivered,4.0,0,Platinum,10
CUST13544,Brinda Saha,Male,22.0,Tirupati,Manipur,North,V022,Vendor_040,O100043,2025-10-26,P0305,Jacket,Fashion,1,2768.36,25,2076.27,1161.87,914.4,136,4.0,Wallet,Returned,8.0,0,Gold,5
CUST14573,Fariq Palla,Female,65.0,Katihar,Kerala,East,V078,Vendor_033,O100044,2025-04-26,P0014,Face Wash,Beauty,5,2745.91,15,11670.12,6210.57,5459.55,20,1.4,Wallet,Delivered,5.0,0,Silver,8
CUST08057,Pallavi Jhaveri,Male,48.0,Pimpri-Chinchwad,Kerala,East,V053,Vendor_043,O100045,2025-03-25,P0165,Dumbbell,Sports,3,989.3,20,2374.32,1601.13,773.19,416,3.7,Card,Returned,7.0,1,Gold,7
CUST12658,Urvashi Venkatesh,Female,50.0,Burhanpur,Maharashtra,North,V085,Vendor_070,O100046,2025-11-30,P0237,Football,Sports,4,531.49,10,1913.36,1204.1,709.26,496,2.7,Card,Returned,10.0,1,Platinum,8
CUST07942,Farhan Khurana,Male,19.0,Kochi,Himachal Pradesh,Central,V031,Vendor_091,O100047,2024-09-06,P0082,Mobile,Electronics,3,2791.18,10,7536.19,5088.79,2447.4,357,2.2,UPI,Shipped,2.0,0,Silver,8
CUST06808,Matthew Ram,Female,48.0,Unnao,Arunachal Pradesh,South,V059,Vendor_071,O100048,2025-01-23,P0075,Mobile,Electronics,4,4670.0,10,16812.0,11828.06,4983.94,139,2.5,Wallet,Cancelled,2.0,0,Gold,6
CUST10813,Neelima Kant,Female,27.0,Amroha,Rajasthan,West,V069,Vendor_062,O100049,2024-09-08,P0177,Yoga Mat,Sports,1,1485.91,10,1337.32,1116.65,220.67,296,2.3,Wallet,Shipped,8.0,0,Silver,4
CUST07750,Ronith Bail,Female,42.0,Bhagalpur,Himachal Pradesh,South,V064,Vendor_005,O100050,2025-03-09,P0065,Dumbbell,Sports,2,4294.46,15,7300.58,3777.75,3522.83,381,3.0,Wallet,Returned,2.0,1,Silver,9
CUST07693,Lipika Manne,Female,39.0,Amroha,Andhra Pradesh,Central,V089,Vendor_051,O100051,2025-04-24,P0333,Perfume,Beauty,2,2108.9,25,3163.35,2809.0,354.35,38,1.3,COD,Shipped,6.0,1,Platinum,1
CUST01481,Aarna Doctor,Female,24.0,Sagar,Sikkim,North,V057,Vendor_022,O100052,2024-11-24,P0356,Football,Sports,2,3192.69,10,5746.84,5166.24,580.6,382,2.2,UPI,Delivered,6.0,0,Gold,6
CUST02951,Mitesh Gupta,Male,29.0,Ranchi,Bihar,North,V079,Vendor_049,O100053,2025-06-21,P0318,Lamp,Home,2,1296.57,15,2204.17,1601.05,603.12,405,3.7,Net Banking,Cancelled,4.0,1,Platinum,5
CUST08956,Ishanvi Karpe,Male,22.0,Bhubaneswar,Jharkhand,West,V045,Vendor_076,O100054,2025-04-20,P0154,Face Wash,Beauty,1,4504.65,15,3828.95,3294.75,534.2,346,3.6,Net Banking,Returned,8.0,0,Silver,7
CUST04838,Meghana Dhaliwal,Male,60.0,Katihar,Haryana,West,V036,Vendor_002,O100055,2024-07-28,P0290,Perfume,Beauty,2,1968.69,10,3543.64,2586.59,957.05,358,4.5,UPI,Shipped,5.0,0,Platinum,6
CUST11156,Bhavini Khosla,Male,58.0,Rajkot,Tripura,North,V081,Vendor_083,O100056,2026-01-29,P0021,Shoes,Fashion,5,1328.07,30,4648.24,3664.54,983.7,337,2.2,Net Banking,Delivered,10.0,0,Platinum,3
CUST08838,Hitesh Manda,Female,51.0,Rourkela,Gujarat,Central,V035,Vendor_022,O100057,2026-05-21,P0132,Tablet,Electronics,3,3762.66,5,10723.58,6223.09,4500.49,402,4.7,Net Banking,Returned,6.0,0,Gold,2
CUST12955,Luke Ravi,Female,18.0,Purnia,Punjab,East,V069,Vendor_016,O100058,2025-03-20,P0233,Shoes,Fashion,4,4839.62,30,13550.94,9796.31,3754.63,46,2.5,COD,Shipped,6.0,0,Platinum,4
CUST03627,Manbir Mitra,Male,58.0,Thanjavur,Manipur,West,V090,Vendor_039,O100059,2024-11-16,P0333,Perfume,Beauty,5,4432.75,20,17731.0,11191.85,6539.15,312,2.6,Card,Delivered,1.0,0,Gold,2
CUST12176,Diya Chokshi,Female,55.0,Uluberia,Mizoram,South,V054,Vendor_084,O100060,2025-08-07,P0051,Mobile,Electronics,5,764.75,15,3250.19,2107.44,1142.75,486,4.3,Wallet,Shipped,5.0,0,Platinum,6
CUST06019,Veer Malhotra,Female,21.0,Maheshtala,Kerala,West,V036,Vendor_025,O100061,2025-08-18,P0496,Jacket,Fashion,4,4757.72,30,13321.62,8593.44,4728.18,351,1.5,Net Banking,Delivered,4.0,0,Silver,6
CUST09608,Baljiwan Raval,Male,32.0,Sultan Pur Majra,Jharkhand,East,V100,Vendor_019,O100062,2025-08-23,P0404,Shoes,Fashion,5,1105.51,30,3869.28,3118.88,750.4,106,4.6,UPI,Returned,3.0,0,Platinum,5
CUST09648,Neelima Kapur,Female,19.0,Siliguri,Tamil Nadu,South,V034,Vendor_007,O100063,2025-03-23,P0065,T-Shirt,Fashion,1,745.84,10,671.26,547.74,123.52,121,4.0,Wallet,Delivered,2.0,1,Gold,6
CUST11916,Amrita Gokhale,Female,47.0,Khora,Meghalaya,North,V008,Vendor_062,O100064,2026-02-24,P0434,Cycle Helmet,Sports,1,2314.83,5,2199.09,1931.17,267.92,22,2.6,UPI,Shipped,8.0,0,Silver,6
CUST11668,Edhitha Issac,Female,42.0,Alwar,Haryana,Central,V068,Vendor_038,O100065,2026-04-23,P0233,Bat,Sports,1,718.34,20,574.67,432.86,141.81,280,3.0,Net Banking,Delivered,2.0,0,Gold,8
CUST05121,Chandresh Naidu,Female,38.0,Siwan,Rajasthan,East,V048,Vendor_020,O100066,2025-05-03,P0352,Jacket,Fashion,3,4154.35,15,10593.59,7059.52,3534.07,48,4.7,UPI,Delivered,2.0,0,Gold,2
CUST02003,Bhanumati Pal,Female,40.0,Bhilai,Tamil Nadu,West,V093,Vendor_007,O100067,2025-09-18,P0496,Table,Home,5,393.91,20,1575.64,1141.82,433.82,343,2.2,COD,Returned,2.0,0,Silver,8
CUST09407,Tanish Mittal,Male,45.0,Jalandhar,Mizoram,Central,V099,Vendor_080,O100068,2025-02-02,P0315,T-Shirt,Fashion,3,4242.33,10,11454.29,6253.52,5200.77,142,3.7,Wallet,Delivered,10.0,0,Silver,3
CUST10770,Nandini Naik,Female,22.0,Bhilwara,Goa,South,V095,Vendor_082,O100069,2024-11-11,P0498,Sofa,Home,3,1820.01,5,5187.03,4398.32,788.71,289,1.1,Wallet,Cancelled,7.0,1,Gold,6
CUST01392,Charita Sant,Male,27.0,Karaikudi,Himachal Pradesh,South,V097,Vendor_080,O100070,2025-12-04,P0026,Jeans,Fashion,3,3635.82,30,7635.22,6692.75,942.47,305,3.7,COD,Shipped,7.0,1,Platinum,8
CUST04641,Aarini Tak,Female,51.0,Kanpur,Gujarat,East,V006,Vendor_029,O100071,2025-08-14,P0203,Face Wash,Beauty,2,3799.22,0,7598.44,4848.33,2750.11,56,4.9,UPI,Delivered,4.0,0,Silver,3
CUST02117,Mitesh More,Female,52.0,Miryalaguda,Uttarakhand,South,V065,Vendor_072,O100072,2026-01-17,P0427,Sofa,Home,3,687.92,15,1754.2,1401.26,352.94,89,3.7,COD,Delivered,7.0,0,Gold,1
CUST06844,Benjamin Rege,Female,25.0,Faridabad,Chhattisgarh,West,V003,Vendor_042,O100073,2026-03-09,P0088,Perfume,Beauty,3,2921.22,20,7010.93,4639.62,2371.31,327,4.2,Wallet,Shipped,6.0,0,Gold,2
CUST12220,Alexander Bhasin,Female,32.0,Ambarnath,Madhya Pradesh,East,V100,Vendor_022,O100074,2026-01-30,P0040,Jacket,Fashion,5,2062.2,0,10311.0,6787.8,3523.2,158,3.0,UPI,Cancelled,6.0,0,Platinum,3
CUST12438,Ati Bahri,Male,29.0,Mahbubnagar,Tamil Nadu,West,V060,Vendor_097,O100075,2025-12-31,P0289,T-Shirt,Fashion,2,1354.24,5,2573.06,1906.53,666.53,389,4.0,Net Banking,Returned,6.0,0,Gold,2
CUST01216,Anjali Yogi,Female,47.0,Sonipat,Bihar,West,V005,Vendor_008,O100076,2025-07-04,P0189,Cream,Beauty,3,4002.02,20,9604.85,5018.23,4586.62,259,4.3,UPI,Delivered,10.0,1,Gold,10
CUST09913,Ati Soman,Female,50.0,Shahjahanpur,Arunachal Pradesh,South,V008,Vendor_058,O100077,2025-04-01,P0053,Football,Sports,4,4554.34,20,14573.89,11086.87,3487.02,164,4.2,COD,Delivered,9.0,0,Silver,4
CUST04635,Tanmayi Ravel,Female,44.0,Barasat,Meghalaya,East,V087,Vendor_077,O100078,2026-01-22,P0027,Cream,Beauty,5,2661.47,5,12641.98,8161.15,4480.83,469,4.2,COD,Delivered,6.0,0,Platinum,7
CUST02318,Jagdish Gade,Female,37.0,Haldia,Madhya Pradesh,West,V017,Vendor_077,O100079,2026-04-07,P0363,Sofa,Home,5,4379.07,10,19705.81,10495.33,9210.48,339,4.8,COD,Shipped,6.0,0,Platinum,9
CUST03510,Abha Dora,Female,49.0,Gorakhpur,Andhra Pradesh,South,V029,Vendor_018,O100080,2025-07-25,P0080,Smart Watch,Electronics,5,1872.96,10,8428.32,5255.45,3172.87,486,1.3,UPI,Delivered,6.0,0,Platinum,7
CUST02713,Avni Dube,Female,20.0,Hajipur,Odisha,West,V047,Vendor_087,O100081,2025-01-29,P0369,Shoes,Fashion,2,4173.59,30,5843.03,4381.67,1461.36,462,2.0,Net Banking,Returned,8.0,0,Platinum,4
CUST12607,Jalsa Krishna,Female,42.0,Singrauli,Rajasthan,Central,V068,Vendor_054,O100082,2024-11-29,P0495,Lamp,Home,2,1902.42,20,3043.87,2720.54,323.33,236,1.6,Card,Cancelled,5.0,0,Platinum,8
CUST01375,Henry Chahal,Male,35.0,Gwalior,Goa,West,V066,Vendor_019,O100083,2025-01-06,P0426,Curtains,Home,1,3585.86,20,2868.69,2411.04,457.65,145,2.7,Card,Shipped,6.0,0,Gold,1
CUST05222,Oliver Deep,Male,63.0,Udupi,Chhattisgarh,East,V019,Vendor_018,O100084,2025-09-16,P0020,Shampoo,Beauty,3,1255.31,0,3765.93,2447.72,1318.21,14,2.1,Net Banking,Cancelled,8.0,1,Platinum,1
CUST09976,Imaran Sundaram,Female,25.0,Patiala,Manipur,East,V031,Vendor_039,O100085,2025-10-30,P0063,Laptop,Electronics,3,1156.71,5,3296.62,2371.99,924.63,372,1.2,Net Banking,Shipped,2.0,0,Gold,10
CUST00026,Jasmit Sagar,Female,33.0,Bikaner,Himachal Pradesh,Central,V054,Vendor_024,O100086,2025-11-23,P0341,Football,Sports,5,2917.73,25,10941.49,6099.12,4842.37,219,3.7,Wallet,Returned,2.0,0,Gold,8
CUST07499,Mahika Madan,Male,36.0,Rourkela,Assam,South,V006,Vendor_026,O100088,2024-09-21,P0454,Cream,Beauty,2,4076.34,0,8152.68,6411.41,1741.27,483,1.2,COD,Shipped,9.0,1,Gold,1
CUST04477,Chakradev Sur,Male,41.0,Udaipur,Nagaland,West,V052,Vendor_096,O100089,2025-06-30,P0226,Jeans,Fashion,3,4324.48,0,12973.44,10979.67,1993.77,169,4.6,Net Banking,Returned,3.0,1,Platinum,8
CUST09871,Chaaya Virk,Male,52.0,Saharanpur,Nagaland,East,V042,Vendor_014,O100090,2025-05-20,P0041,Curtains,Home,3,4025.63,25,9057.67,6066.83,2990.84,220,2.3,COD,Returned,8.0,1,Silver,8
CUST04499,Ishani Rana,Male,22.0,Tenali,Punjab,West,V047,Vendor_066,O100091,2025-11-10,P0411,Lamp,Home,1,3661.39,10,3295.25,2458.06,837.19,222,4.0,Card,Delivered,3.0,1,Silver,3
CUST11126,Radhika Pandey,Female,41.0,Shivpuri,Karnataka,East,V057,Vendor_098,O100092,2025-09-07,P0040,Mobile,Electronics,3,1874.54,20,4498.9,2307.73,2191.17,78,3.3,Wallet,Returned,7.0,0,Platinum,5
CUST09203,Aarini Chatterjee,Male,34.0,Raiganj,Arunachal Pradesh,East,V091,Vendor_058,O100093,2025-09-30,P0110,T-Shirt,Fashion,1,3704.81,15,3149.09,2226.72,922.37,467,5.0,COD,Shipped,4.0,0,Silver,2
CUST05237,Wahab Chopra,Female,63.0,Agra,Sikkim,North,V071,Vendor_070,O100094,2026-03-14,P0149,Lipstick,Beauty,4,4986.59,30,13962.45,10789.79,3172.66,432,4.6,Card,Cancelled,6.0,0,Silver,4
CUST13168,Nakul Bose,Male,57.0,Begusarai,Kerala,North,V009,Vendor_040,O100095,2026-07-02,P0204,Shoes,Fashion,4,228.79,20,732.13,533.66,198.47,239,5.0,Net Banking,Shipped,7.0,0,Silver,6
CUST12784,Zarna Mukhopadhyay,Male,26.0,Tadipatri,Goa,West,V065,Vendor_008,O100096,2026-02-04,P0426,Smart Watch,Electronics,4,3432.53,10,12357.11,6812.89,5544.22,424,1.5,Card,Returned,3.0,0,Gold,4
CUST09025,Mahika Samra,Female,26.0,Shahjahanpur,Assam,East,V079,Vendor_069,O100097,2024-12-13,P0048,Curtains,Home,3,4245.08,10,11461.72,6630.84,4830.88,489,3.0,Card,Cancelled,3.0,0,Platinum,1
CUST03454,Bhavini Lall,Female,57.0,Parbhani,Goa,North,V064,Vendor_081,O100098,2024-11-25,P0280,Laptop,Electronics,1,4747.88,30,3323.52,2428.52,895.0,333,2.2,COD,Shipped,4.0,1,Gold,8
CUST09940,Abhimanyu Goswami,Male,38.0,Kochi,West Bengal,East,V094,Vendor_045,O100099,2026-05-01,P0500,Laptop,Electronics,2,2254.07,15,3831.92,2627.84,1204.08,174,2.6,COD,Delivered,6.0,0,Gold,2
CUST14159,Abha Buch,Female,33.0,Chandrapur,Madhya Pradesh,South,V042,Vendor_074,O100100,2024-11-29,P0370,Lamp,Home,2,790.3,0,1580.6,973.78,606.82,196,2.3,Card,Shipped,9.0,1,Gold,5
CUST03525,Oliver Lata,Female,21.0,New Delhi,Sikkim,North,V037,Vendor_064,O100101,2026-05-02,P0306,Perfume,Beauty,1,4731.64,20,3785.31,2584.96,1200.35,123,4.5,Net Banking,Returned,9.0,0,Silver,7
CUST09344,Yashica Nagy,Male,41.0,Bidar,Tripura,Central,V037,Vendor_010,O100102,2024-09-17,P0198,Jeans,Fashion,3,3842.9,10,10375.83,5375.69,5000.14,26,3.0,Wallet,Returned,10.0,0,Silver,2
CUST09871,Keya Vala,Female,50.0,Katihar,Haryana,North,V006,Vendor_005,O100103,2026-01-14,P0071,Face Wash,Beauty,3,2833.38,10,7650.13,6135.3,1514.83,101,3.9,Net Banking,Shipped,3.0,0,Gold,10
CUST05512,Jason Krish,Female,63.0,Sirsa,Telangana,Central,V039,Vendor_061,O100104,2025-08-09,P0418,Table,Home,4,4954.02,25,14862.06,12440.15,2421.91,303,1.1,COD,Delivered,7.0,0,Platinum,1
CUST09464,Arjun Sharma,Male,64.0,Kottayam,Manipur,North,V075,Vendor_062,O100105,2025-06-08,P0088,Dumbbell,Sports,3,4838.65,30,10161.16,9031.47,1129.69,296,3.1,Wallet,Shipped,3.0,0,Silver,10
CUST03341,Pushti Randhawa,Female,50.0,Unnao,Nagaland,Central,V061,Vendor_095,O100106,2025-02-28,P0373,Mobile,Electronics,1,2261.09,15,1921.93,1077.38,844.55,353,1.2,Card,Cancelled,9.0,0,Platinum,8
CUST08951,Zashil Som,Female,61.0,Kottayam,Gujarat,East,V079,Vendor_062,O100107,2025-02-11,P0099,Dumbbell,Sports,3,4787.76,15,12208.79,10558.77,1650.02,175,4.8,COD,Returned,4.0,0,Gold,4
CUST01997,Shivansh Sharaf,Female,43.0,Chandrapur,Arunachal Pradesh,East,V099,Vendor_019,O100108,2026-07-01,P0149,Face Wash,Beauty,4,1809.14,30,5065.59,3995.06,1070.53,147,1.2,UPI,Returned,8.0,0,Platinum,8
CUST01790,Tanay Bhalla,Male,33.0,Karaikudi,Karnataka,North,V086,Vendor_068,O100109,2026-02-23,P0116,Shoes,Fashion,5,1428.55,20,5714.2,4448.32,1265.88,70,3.6,UPI,Delivered,7.0,0,Platinum,8
CUST14429,Anusha Mander,Female,48.0,Bareilly,Arunachal Pradesh,South,V097,Vendor_037,O100110,2025-11-23,P0165,Mobile,Electronics,1,4826.14,5,4584.83,3038.66,1546.17,478,2.1,UPI,Delivered,10.0,0,Platinum,1
CUST12910,Mekhala Apte,Female,29.0,Machilipatnam,Manipur,East,V005,Vendor_002,O100111,2025-11-09,P0153,Jacket,Fashion,2,4676.22,0,9352.44,8406.62,945.82,203,3.3,UPI,Returned,5.0,1,Platinum,9
